0,-0.01,0
0.0001001,-0.01001,9.5259e-06
0.00020039,-0.010018,1.8165e-05
0.00030086,-0.010026,2.6002e-05
0.0004015,-0.010032,3.3111e-05
0.0005023,-0.010038,3.9561e-05
0.00060325,-0.010042,4.5417e-05
0.00070434,-0.010046,5.0762e-05
0.00080557,-0.010048,5.5652e-05
0.00090691,-0.01005,6.0111e-05
0.0010084,-0.01005,6.4163e-05
0.0011099,-0.010049,6.7833e-05
0.0012116,-0.010048,7.1148e-05
0.0013133,-0.010045,7.4138e-05
0.0014151,-0.010042,7.6833e-05
0.001517,-0.010037,7.9264e-05
0.0016189,-0.010031,8.1465e-05
0.0017208,-0.010025,8.347e-05
0.0018228,-0.010017,8.5316e-05
0.0019248,-0.010008,8.7041e-05
0.0020268,-0.0099986,8.8659e-05
0.0021288,-0.0099879,9.0154e-05
0.0022308,-0.009976,9.1532e-05
0.0023328,-0.0099632,9.2799e-05
0.0024348,-0.0099493,9.3962e-05
0.0025367,-0.0099344,9.5028e-05
0.0026385,-0.0099184,9.6003e-05
0.0027403,-0.0099015,9.6897e-05
0.002842,-0.0098834,9.7718e-05
0.0029437,-0.0098644,9.8474e-05
0.0030452,-0.0098443,9.9174e-05
0.0031466,-0.0098232,9.9828e-05
0.0032479,-0.009801,0.00010045
0.0033491,-0.0097778,0.00010104
0.0034502,-0.0097536,0.0001016
0.0035511,-0.0097283,0.00010214
0.0036519,-0.009702,0.00010265
0.0037524,-0.0096747,0.00010313
0.0038529,-0.0096463,0.00010358
0.0039531,-0.0096169,0.00010402
0.0040531,-0.0095865,0.00010443
0.0041529,-0.009555,0.00010481
0.0042525,-0.0095225,0.00010518
0.0043519,-0.009489,0.00010553
0.004451,-0.0094545,0.00010586
0.0045498,-0.0094189,0.00010618
0.0046485,-0.0093823,0.00010649
0.0047468,-0.0093447,0.00010679
0.0048448,-0.0093061,0.00010708
0.0049426,-0.0092664,0.00010736
0.00504,-0.0092257,0.00010764
0.0051372,-0.0091841,0.00010792
0.005234,-0.0091414,0.00010819
0.0053305,-0.0090977,0.00010842
0.0054266,-0.0090529,0.00010864
0.0055224,-0.0090072,0.00010885
0.0056178,-0.0089605,0.00010905
0.0057128,-0.0089128,0.00010925
0.0058075,-0.0088641,0.00010945
0.0059017,-0.0088144,0.00010965
0.0059956,-0.0087637,0.00010986
0.006089,-0.008712,0.00011008
0.006182,-0.0086593,0.00011032
0.0062745,-0.0086057,0.00011057
0.0063666,-0.008551,0.00011083
0.0064583,-0.0084954,0.0001111
0.0065494,-0.0084389,0.00011139
0.0066401,-0.0083813,0.00011169
0.0067303,-0.0083228,0.000112
0.0068201,-0.0082634,0.00011232
0.0069092,-0.0082029,0.00011265
0.0069979,-0.0081416,0.00011297
0.0070861,-0.0080793,0.00011329
0.0071737,-0.008016,0.0001136
0.0072607,-0.0079518,0.0001139
0.0073472,-0.0078867,0.00011418
0.0074332,-0.0078207,0.00011444
0.0075185,-0.0077537,0.00011466
0.0076033,-0.0076858,0.00011484
0.0076874,-0.007617,0.00011499
0.007771,-0.0075473,0.00011513
0.0078539,-0.0074767,0.00011526
0.0079362,-0.0074052,0.00011538
0.0080179,-0.0073327,0.00011551
0.0080989,-0.0072595,0.00011565
0.0081793,-0.0071853,0.0001158
0.008259,-0.0071102,0.00011597
0.008338,-0.0070343,0.00011616
0.0084163,-0.0069576,0.00011637
0.008494,-0.0068799,0.00011661
0.0085709,-0.0068014,0.00011687
0.0086471,-0.0067221,0.00011715
0.0087226,-0.0066419,0.00011746
0.0087974,-0.0065609,0.00011778
0.0088714,-0.0064791,0.00011812
0.0089447,-0.0063965,0.00011847
0.0090172,-0.006313,0.00011884
0.009089,-0.0062288,0.0001192
0.00916,-0.0061437,0.00011955
0.0092302,-0.0060578,0.00011989
0.0092996,-0.0059712,0.00012021
0.0093682,-0.0058838,0.0001205
0.009436,-0.0057956,0.00012074
0.009503,-0.0057067,0.00012094
0.0095691,-0.005617,0.00012111
0.0096345,-0.0055265,0.00012126
0.0096989,-0.0054353,0.00012141
0.0097626,-0.0053434,0.00012156
0.0098253,-0.0052508,0.00012172
0.0098872,-0.0051574,0.00012188
0.0099482,-0.0050633,0.00012206
0.010008,-0.0049686,0.00012225
0.010068,-0.0048731,0.00012246
0.010126,-0.004777,0.00012268
0.010183,-0.0046801,0.00012293
0.01024,-0.0045827,0.00012319
0.010296,-0.0044845,0.00012348
0.01035,-0.0043857,0.00012377
0.010404,-0.0042863,0.00012408
0.010457,-0.0041862,0.0001244
0.010509,-0.0040855,0.00012473
0.010559,-0.0039842,0.00012505
0.010609,-0.0038823,0.00012537
0.010658,-0.0037798,0.00012568
0.010706,-0.0036767,0.00012597
0.010753,-0.003573,0.00012622
0.010799,-0.0034688,0.00012645
0.010844,-0.003364,0.00012665
0.010888,-0.0032586,0.00012683
0.010931,-0.0031527,0.00012701
0.010973,-0.0030463,0.00012719
0.011014,-0.0029394,0.00012736
0.011054,-0.0028319,0.00012755
0.011093,-0.002724,0.00012775
0.011131,-0.0026155,0.00012796
0.011167,-0.0025066,0.00012819
0.011203,-0.0023972,0.00012843
0.011238,-0.0022873,0.00012869
0.011271,-0.002177,0.00012897
0.011304,-0.0020662,0.00012927
0.011335,-0.0019551,0.00012958
0.011366,-0.0018434,0.0001299
0.011395,-0.0017314,0.00013023
0.011423,-0.001619,0.00013057
0.01145,-0.0015062,0.0001309
0.011476,-0.001393,0.00013123
0.011501,-0.0012795,0.00013155
0.011525,-0.0011656,0.00013184
0.011547,-0.0010513,0.00013211
0.011569,-0.00093674,0.00013235
0.011589,-0.00082183,0.00013256
0.011608,-0.00070661,0.00013276
0.011626,-0.00059108,0.00013295
0.011643,-0.00047527,0.00013313
0.011659,-0.00035917,0.00013332
0.011674,-0.0002428,0.00013352
0.011687,-0.00012618,0.00013373
0.0117,-9.3114e-06,0.00013395
0.011711,0.00010779,0.0001342
0.011721,0.00022512,0.00013445
0.01173,0.00034266,0.00013473
0.011738,0.0004604,0.00013503
0.011744,0.00057833,0.00013534
0.01175,0.00069643,0.00013566
0.011754,0.00081471,0.000136
0.011757,0.00093313,0.00013635
0.011759,0.0010517,0.00013671
0.011759,0.0011704,0.00013706
0.011759,0.0012892,0.0001374
0.011757,0.0014082,0.00013774
0.011754,0.0015272,0.00013805
0.01175,0.0016463,0.00013833
0.011745,0.0017655,0.00013858
0.011738,0.0018847,0.0001388
0.01173,0.002004,0.00013901
0.011721,0.0021233,0.00013921
0.011711,0.0022427,0.00013941
0.0117,0.002362,0.00013961
0.011688,0.0024814,0.00013982
0.011674,0.0026007,0.00014004
0.011659,0.0027201,0.00014027
0.011643,0.0028393,0.00014053
0.011625,0.0029586,0.0001408
0.011607,0.0030778,0.00014109
0.011587,0.0031969,0.0001414
0.011566,0.0033159,0.00014172
0.011544,0.0034348,0.00014206
0.01152,0.0035536,0.00014242
0.011496,0.0036723,0.00014278
0.01147,0.0037909,0.00014315
0.011443,0.0039093,0.00014351
0.011415,0.0040276,0.00014387
0.011385,0.0041456,0.00014421
0.011354,0.0042635,0.00014454
0.011323,0.0043812,0.00014483
0.011289,0.0044988,0.00014508
0.011255,0.004616,0.00014532
0.01122,0.0047331,0.00014554
0.011183,0.0048499,0.00014575
0.011145,0.0049664,0.00014596
0.011106,0.0050827,0.00014617
0.011066,0.0051987,0.0001464
0.011024,0.0053144,0.00014663
0.010981,0.0054298,0.00014689
0.010937,0.0055449,0.00014716
0.010892,0.0056597,0.00014744
0.010846,0.0057741,0.00014775
0.010799,0.0058881,0.00014808
0.01075,0.0060018,0.00014842
0.0107,0.0061151,0.00014878
0.010649,0.006228,0.00014914
0.010597,0.0063405,0.00014952
0.010543,0.0064526,0.0001499
0.010489,0.0065643,0.00015028
0.010433,0.0066755,0.00015065
0.010376,0.0067863,0.000151
0.010318,0.0068966,0.00015133
0.010259,0.0070065,0.00015162
0.010198,0.0071158,0.00015188
0.010137,0.0072247,0.00015212
0.010074,0.007333,0.00015235
0.01001,0.0074408,0.00015258
0.0099454,0.0075481,0.0001528
0.0098793,0.0076548,0.00015303
0.0098121,0.007761,0.00015327
0.0097437,0.0078666,0.00015353
0.0096742,0.0079716,0.0001538
0.0096036,0.008076,0.00015409
0.0095319,0.0081798,0.0001544
0.0094591,0.008283,0.00015473
0.0093852,0.0083855,0.00015507
0.0093102,0.0084874,0.00015544
0.0092341,0.0085887,0.00015581
0.0091569,0.0086893,0.0001562
0.0090786,0.0087892,0.00015659
0.0089992,0.0088884,0.00015698
0.0089188,0.008987,0.00015737
0.0088373,0.0090848,0.00015775
0.0087548,0.0091819,0.00015811
0.0086712,0.0092782,0.00015843
0.0085866,0.0093738,0.00015872
0.0085009,0.0094687,0.00015899
0.0084142,0.0095628,0.00015924
0.0083265,0.0096561,0.00015948
0.0082377,0.0097486,0.00015971
0.008148,0.0098403,0.00015996
0.0080572,0.0099313,0.00016021
0.0079655,0.010021,0.00016047
0.0078727,0.010111,0.00016075
0.007779,0.010199,0.00016104
0.0076843,0.010287,0.00016135
0.0075886,0.010373,0.00016169
0.007492,0.010459,0.00016204
0.0073944,0.010544,0.00016241
0.0072959,0.010628,0.00016279
0.0071965,0.010711,0.00016319
0.0070961,0.010793,0.0001636
0.0069948,0.010875,0.00016401
0.0068926,0.010955,0.00016441
0.0067895,0.011034,0.00016481
0.0066855,0.011113,0.00016519
0.0065806,0.01119,0.00016554
0.0064748,0.011267,0.00016586
0.0063682,0.011342,0.00016615
0.0062607,0.011417,0.00016642
0.0061524,0.01149,0.00016667
0.0060432,0.011563,0.00016693
0.0059332,0.011634,0.00016718
0.0058224,0.011705,0.00016744
0.0057108,0.011774,0.00016771
0.0055983,0.011843,0.000168
0.0054851,0.01191,0.0001683
0.0053711,0.011976,0.00016863
0.0052563,0.012041,0.00016897
0.0051408,0.012105,0.00016933
0.0050245,0.012168,0.00016971
0.0049075,0.01223,0.0001701
0.0047897,0.012291,0.00017051
0.0046712,0.012351,0.00017093
0.004552,0.012409,0.00017136
0.0044322,0.012466,0.00017178
0.0043116,0.012523,0.00017219
0.0041903,0.012578,0.00017259
0.0040684,0.012632,0.00017297
0.0039458,0.012684,0.00017331
0.0038226,0.012736,0.00017362
0.0036988,0.012786,0.00017391
0.0035743,0.012835,0.00017418
0.0034492,0.012883,0.00017445
0.0033235,0.01293,0.00017472
0.0031973,0.012976,0.00017499
0.0030704,0.01302,0.00017527
0.002943,0.013063,0.00017557
0.002815,0.013105,0.00017589
0.0026865,0.013146,0.00017622
0.0025575,0.013185,0.00017658
0.002428,0.013223,0.00017695
0.0022979,0.01326,0.00017735
0.0021674,0.013296,0.00017775
0.0020363,0.01333,0.00017818
0.0019048,0.013363,0.00017861
0.0017729,0.013395,0.00017905
0.0016405,0.013425,0.00017949
0.0015077,0.013454,0.00017992
0.0013744,0.013482,0.00018034
0.0012408,0.013509,0.00018073
0.0011067,0.013534,0.00018109
0.00097231,0.013558,0.00018142
0.00083752,0.013581,0.00018172
0.00070238,0.013602,0.00018201
0.00056689,0.013622,0.00018229
0.00043108,0.013641,0.00018258
0.00029495,0.013658,0.00018287
0.00015851,0.013674,0.00018317
2.1792e-05,0.013688,0.00018348
-0.0001152,0.013702,0.00018381
-0.00025246,0.013713,0.00018416
-0.00038997,0.013724,0.00018453
-0.00052772,0.013733,0.00018492
-0.00066568,0.013741,0.00018533
-0.00080386,0.013747,0.00018576
-0.00094223,0.013752,0.0001862
-0.0010808,0.013756,0.00018665
-0.0012195,0.013758,0.0001871
-0.0013584,0.013759,0.00018756
-0.0014974,0.013758,0.00018801
-0.0016365,0.013757,0.00018844
-0.0017758,0.013753,0.00018885
-0.0019151,0.013749,0.00018922
-0.0020546,0.013742,0.00018956
-0.0021941,0.013735,0.00018988
-0.0023337,0.013726,0.00019018
-0.0024733,0.013716,0.00019048
-0.0026129,0.013704,0.00019078
-0.0027526,0.013691,0.00019109
-0.0028922,0.013676,0.0001914
-0.0030319,0.01366,0.00019174
-0.0031715,0.013643,0.00019209
-0.0033111,0.013624,0.00019246
-0.0034506,0.013604,0.00019285
-0.0035901,0.013582,0.00019326
-0.0037294,0.013559,0.00019369
-0.0038687,0.013535,0.00019413
-0.0040079,0.013509,0.00019459
-0.0041469,0.013482,0.00019506
-0.0042858,0.013453,0.00019553
-0.0044245,0.013423,0.000196
-0.0045631,0.013391,0.00019646
-0.0047015,0.013358,0.00019691
-0.0048396,0.013324,0.00019733
-0.0049776,0.013288,0.00019771
-0.0051154,0.013251,0.00019806
-0.0052529,0.013212,0.00019839
-0.0053901,0.013172,0.00019871
-0.0055271,0.013131,0.00019902
-0.0056638,0.013088,0.00019934
-0.0058002,0.013044,0.00019967
-0.0059362,0.012998,0.0002
-0.006072,0.012951,0.00020036
-0.0062074,0.012903,0.00020073
-0.0063425,0.012853,0.00020112
-0.0064771,0.012802,0.00020154
-0.0066114,0.012749,0.00020197
-0.0067453,0.012695,0.00020242
-0.0068788,0.012639,0.00020289
-0.0070119,0.012583,0.00020337
-0.0071445,0.012524,0.00020386
-0.0072766,0.012465,0.00020435
